,acc,recall,precision,f1
0,0.5383621385882733,0.5383621385882733,0.4668571178420628,0.48341761683699375
1,0.45268087855297157,0.45268087855297157,0.5185978709870716,0.4102853363001279
2,0.5190568475452196,0.5190568475452196,0.5460717651126898,0.5223697609414675
3,0.42861757105943155,0.42861757105943155,0.5566070409974958,0.46292449217846343
4,0.5671834625322998,0.5671834625322998,0.5210129600166973,0.5057916651907373
5,0.48312611012433393,0.48312611012433393,0.4338636400437678,0.4479675502016467
6,0.5029872436621993,0.5029872436621993,0.511275925742981,0.4723290792239614
7,0.5527930255085567,0.5527930255085567,0.4857107216844383,0.5114743928386454
8,0.5914447134786118,0.5914447134786118,0.6629748907704849,0.532815437441724
9,0.5430185633575464,0.5430185633575464,0.4475341123385128,0.47897090204723464
average,0.5179270554409444,0.5179270554409444,0.5150506045536203,0.48283462332010024
std,0.04874697913154903,0.04874697913154903,0.062423125572664884,0.03522716408374148
