,acc,recall,precision,f1
0,0.6439195100612424,0.6439195100612424,0.6284149012189001,0.5930642557759461
1,0.632069970845481,0.632069970845481,0.600938282282174,0.5827207873990076
average,0.6379947404533617,0.6379947404533617,0.614676591750537,0.5878925215874768
std,0.005924769607880687,0.005924769607880687,0.01373830946836302,0.005171734188469279
