,acc,recall,precision,f1
0,0.6328375619714203,0.6328375619714203,0.5639020633563497,0.5591261119960341
1,0.6282798833819242,0.6282798833819242,0.5978268875992049,0.5386805360609684
average,0.6305587226766722,0.6305587226766722,0.5808644754777773,0.5489033240285013
std,0.0022788392947480363,0.0022788392947480363,0.016962412121427572,0.010222787967532843
