,acc,recall,precision,f1
0,0.6518956179222059,0.6518956179222059,0.6303789193954492,0.6134112257934152
1,0.6520597406860331,0.6520597406860331,0.6256168926132533,0.6057985305031724
2,0.6488349195930423,0.6488349195930423,0.6264886286612827,0.6105567566483603
3,0.6435838529701345,0.6435838529701345,0.6108554552533494,0.6055848721952334
4,0.6519527404003939,0.6519527404003939,0.6429474611381986,0.5978202110391861
5,0.6488349195930423,0.6488349195930423,0.6147400902652661,0.5922532283648401
6,0.6465375779455201,0.6465375779455201,0.6077479784874605,0.595915592125675
7,0.650475877912701,0.650475877912701,0.6200521708274295,0.6160855729647047
8,0.6481785362651789,0.6481785362651789,0.6163167827293938,0.6014040475204574
9,0.6498769483182937,0.6498769483182937,0.6226632392827691,0.6198392992029224
average,0.6492230731606546,0.6492230731606546,0.6217807618653852,0.6058669336357968
std,0.002550341280653534,0.002550341280653534,0.009789339261394947,0.00864680216640822
