,acc,recall,precision,f1
0,0.6189241736876215,0.6189241736876215,0.6066098526975674,0.5933500366375855
1,0.6210304601425793,0.6210304601425793,0.6069468536914427,0.5957329192952469
2,0.620119876883201,0.620119876883201,0.6052893721398375,0.5946285477294614
3,0.6162319779685728,0.6162319779685728,0.603376025955799,0.5876237811349154
4,0.6163939737566824,0.6163939737566824,0.6060985491795718,0.5850544672941702
5,0.6181759274258869,0.6181759274258869,0.6032395970657046,0.590243485665103
6,0.6165559695447919,0.6165559695447919,0.6051595538222709,0.5852377176808913
7,0.6176899400615584,0.6176899400615584,0.6053104592546532,0.5908605796242403
8,0.6154842889536767,0.6154842889536767,0.6023722009416836,0.5910151326646531
9,0.6231578947368421,0.6231578947368421,0.6109101489617311,0.5971887402558623
average,0.6183764483161414,0.6183764483161414,0.6055312613710262,0.5910935407982129
std,0.0023230313019043905,0.0023230313019043905,0.002292233982267306,0.003998082721846809
