,acc,recall,precision,f1
0,0.9850939727802981,0.9850939727802981,0.9852128297032297,0.9850932145246
1,0.9860661049902787,0.9860661049902787,0.9861089390261626,0.9860646003534901
2,0.9873643285274583,0.9873643285274583,0.9874095435255256,0.987358160135338
3,0.9863923537988012,0.9863923537988012,0.986478681281669,0.9863914418649774
4,0.983152438036611,0.983152438036611,0.983215699531076,0.9831355182710899
5,0.9846104001295967,0.9846104001295967,0.9847350398397542,0.9846081662424558
6,0.9847723959177062,0.9847723959177062,0.98483592559628,0.9847676021557888
7,0.9860683622225822,0.9860683622225822,0.9862134177906482,0.9860667447939344
8,0.9833171363783608,0.9833171363783608,0.9833929384061323,0.9833168514938757
9,0.9844534412955466,0.9844534412955466,0.9845518587230726,0.9844549259112785
average,0.9851290934077239,0.9851290934077239,0.9852154873423551,0.9851257225746828
std,0.0012804955779811694,0.0012804955779811694,0.0012782724826280116,0.0012819089113561277
