,spe,sen,ppv,fsc,hm,acc
0,0.9880095177368936,0.04142682714111285,0.3812199036918138,0.07473253618628067,0.07951943742555737,0.04142682714111285
1,0.8736064393883756,0.2440456945791572,0.34483021166438255,0.2858134544995582,0.38151386072610294,0.2440456945791572
2,0.4679590842669264,0.8201956802658299,0.5942134514221178,0.6891518091807629,0.5959191085181542,0.8201956802658299
3,0.9287601667974071,0.749704281996688,0.8463832628533274,0.7951157296087984,0.8296815276561059,0.749704281996688
