,acc,recall,precision,f1
0,0.43286592393392237,0.43286592393392237,0.4535175966132511,0.432242078924968
1,0.49346907414521707,0.49346907414521707,0.4316415127451613,0.4477099400884039
2,0.38317487755690005,0.38317487755690005,0.5159773922974353,0.3731615040890117
3,0.5301065975223278,0.5301065975223278,0.49929259913191304,0.5130491346298571
4,0.39274054157864413,0.39274054157864413,0.48032806554780944,0.33509043395155136
5,0.46274246207029,0.46274246207029,0.47877412201893543,0.42709588765264134
6,0.4181870558863069,0.4181870558863069,0.48393868770961157,0.3875761038891737
7,0.46106577052328374,0.46106577052328374,0.5325478296316919,0.44610692209819386
8,0.5291858678955453,0.5291858678955453,0.47299804291800496,0.47420586211895577
9,0.5288018433179723,0.5288018433179723,0.3961131739410253,0.4383296891750166
average,0.463234001443041,0.463234001443041,0.47451290225548404,0.4274567556617773
std,0.05326356707669102,0.05326356707669102,0.03777536333757025,0.04845697351522905
