,spe,sen,ppv,fsc,hm,acc
0,0.9204264665507459,0.4723723723723724,0.47493961352657,0.4736525143029208,0.6243314130489388,0.4723723723723724
1,0.8984000000000001,0.4966532797858098,0.5460470984020185,0.5201802704056083,0.6396792337968311,0.4966532797858098
2,0.7166857182444837,0.7901776384535005,0.7350072898104649,0.7615946286193873,0.7516395243650225,0.7901776384535005
3,0.9513092536947323,0.8172854212163325,0.8860668675563209,0.8502874453509587,0.8792191847484682,0.8172854212163325
