,acc,recall,precision,f1
0,0.6435253569670113,0.6435253569670113,0.6080719211568661,0.5726772335784629
1,0.6436894797308387,0.6436894797308387,0.6204476752429308,0.5744035513213367
2,0.6394814571709878,0.6394814571709878,0.560239707287935,0.5670144353700218
3,0.6396455530029537,0.6396455530029537,0.5612357979438766,0.5673770235231443
4,0.6435838529701345,0.6435838529701345,0.569103711790787,0.5731476355245166
5,0.6414506071545782,0.6414506071545782,0.5642204588885805,0.5694819623785008
6,0.6391532655070561,0.6391532655070561,0.5635434024613893,0.5676606397945582
7,0.6414506071545782,0.6414506071545782,0.5629755158783549,0.570476951826417
8,0.6414506071545782,0.6414506071545782,0.6115483366323435,0.5690873271428083
9,0.6444626743232158,0.6444626743232158,0.6296514007073608,0.5761949568635626
average,0.6417893461135933,0.6417893461135933,0.5851037927990425,0.5707521717323331
std,0.0018495008381982437,0.0018495008381982437,0.02700936770929779,0.0030295436348676983
