,acc,recall,precision,f1
0,0.16838995568685378,0.16838995568685378,0.4489664189032317,0.14436789832883665
1,0.22550467749876907,0.22550467749876907,0.4176533644699381,0.2006475519947642
2,0.2633738103052182,0.2633738103052182,0.36136176042283424,0.15954568276250827
3,0.3398424680013128,0.3398424680013128,0.39271115620525904,0.2346951737914579
4,0.3449294387922547,0.3449294387922547,0.42800055112819124,0.27792233947385414
5,0.17804397768296684,0.17804397768296684,0.43213224018505436,0.13232403998818495
6,0.3987528716770594,0.3987528716770594,0.46968509982300094,0.4154718280407279
7,0.30817197243190025,0.30817197243190025,0.42959150257180934,0.2988863443598933
8,0.16590088611749262,0.16590088611749262,0.3021918515323295,0.13692820051175236
9,0.2918785890073831,0.2918785890073831,0.37499423602059295,0.20091841081870696
average,0.268478864720121,0.268478864720121,0.40572881812622413,0.22017074700706862
std,0.07786090384872117,0.07786090384872117,0.04654793519698533,0.08526693748521133
