,spe,sen,ppv,fsc,hm,acc
0,0.922388264326844,0.4597069597069597,0.4821624588364435,0.47066702384141446,0.6136021560446431,0.4597069597069597
1,0.8899109420077769,0.4686927470632611,0.5240706151714165,0.49483714976532495,0.6140051104034218,0.4686927470632611
2,0.6945766129032259,0.7814698582651325,0.7155010516826924,0.7470318918441977,0.7354655803080727,0.7814698582651325
3,0.947586809347019,0.8075861525116316,0.8767228833147847,0.8407355717921352,0.8720029332276834,0.8075861525116316
