,acc,recall,precision,f1
0,0.36976565501344605,0.369765655013446,0.3413245651835461,0.3486893406030734
1,0.38638109873223203,0.38638109873223203,0.3536235437616393,0.3211232513548113
2,0.34120810525304907,0.34120810525304907,0.41903965504890994,0.2731613809520655
3,0.2736963411120715,0.2736963411120715,0.3269457158340076,0.19688958341005391
4,0.40848857307470715,0.40848857307470715,0.33454400680176083,0.3496215641233471
5,0.5092183599001344,0.5092183599001344,0.47481594816243655,0.41341659080089355
6,0.31851353946610333,0.31851353946610333,0.3676113083750983,0.2519108304433362
7,0.4632741238598176,0.4632741238598176,0.37035848401193,0.37356358833072384
8,0.39698540706605223,0.39698540706605223,0.3790183566223228,0.3517833486137618
9,0.43855606758832566,0.43855606758832566,0.3827719822128401,0.38482129259392345
average,0.39060872710659394,0.39060872710659394,0.3750053566014492,0.326498077122599
std,0.06615644586165463,0.06615644586165464,0.04194316532316962,0.0633035477114876
