,acc,recall,precision,f1
0,0.6116943950896463,0.6116943950896463,0.5529253735787634,0.5329262525441752
1,0.6156330749354005,0.6156330749354005,0.5800209095919778,0.5370171930214153
2,0.6120801033591732,0.6120801033591732,0.5987592585083816,0.5348419230263319
3,0.6096576227390181,0.6096576227390181,0.5628229945735135,0.5294289399295912
4,0.6119186046511628,0.6119186046511628,0.5687706084417931,0.5362075582408903
5,0.61101243339254,0.61101243339254,0.5659768738536024,0.5324388137709142
6,0.61101243339254,0.61101243339254,0.553272592760452,0.5303526127737557
7,0.6122053600258315,0.6122053600258315,0.5877845097145649,0.5393832569592399
8,0.609685230024213,0.609685230024213,0.5683066533125524,0.5302056280667112
9,0.6146892655367232,0.6146892655367232,0.5771938951860743,0.5378755309826965
average,0.6119588523146249,0.6119588523146249,0.5715833669521675,0.5340677709315721
std,0.001826431685758882,0.001826431685758882,0.01383440198041616,0.0033290296866716976
