,acc,recall,precision,f1
0,0.221288967856566,0.221288967856566,0.3710216416646254,0.15921474563449495
1,0.4738372093023256,0.4738372093023256,0.5084768871203322,0.3513730334122254
2,0.4331395348837209,0.4331395348837209,0.3747820434685875,0.353856021665654
3,0.25387596899224807,0.25387596899224807,0.38683572647656994,0.24946251005019737
4,0.43685400516795864,0.43685400516795864,0.39320292577827914,0.34589659502977105
5,0.3058291619570483,0.3058291619570483,0.39522765525993936,0.24150880949189202
6,0.2560955917971904,0.2560955917971904,0.3204183477663756,0.12472253451944168
7,0.32999677106877623,0.3299967710687762,0.3920936581609345,0.309799073787234
8,0.3105730427764326,0.3105730427764326,0.4632218826325349,0.28671158785652984
9,0.49782082324455207,0.49782082324455207,0.4655729124880876,0.46570979133300694
average,0.35193110770468194,0.35193110770468194,0.4070853680816266,0.2888254702780447
std,0.09493957708286856,0.09493957708286856,0.052607734900112266,0.09520910125582782
