,acc,recall,precision,f1
0,0.6887417218543046,0.6887417218543046,0.6881229909366035,0.686123535552628
1,0.6915374677002584,0.6915374677002584,0.6908915016460148,0.6894487298965523
2,0.6908914728682171,0.6908914728682171,0.688584213570149,0.6879187832282114
3,0.6902454780361758,0.6902454780361758,0.6889081013598023,0.6876993635649216
4,0.6913759689922481,0.6913759689922481,0.6899699716711993,0.6883447468452133
5,0.6951396738252866,0.6951396738252866,0.6944636252261572,0.6929202180911644
6,0.6870660423058291,0.6870660423058291,0.6846302156470958,0.6835847216738846
7,0.6926057474975783,0.6926057474975783,0.6915957924306986,0.6897048853002962
8,0.6886198547215496,0.6886198547215496,0.6865896096743965,0.6851049129631324
9,0.6952380952380952,0.6952380952380952,0.6948950092390955,0.6932877796715983
average,0.6911461523039543,0.6911461523039543,0.6898651031401213,0.6884137676787603
std,0.002543922390855441,0.002543922390855441,0.0030696991285592127,0.0029508597812876367
