,acc,recall,precision,f1
0,0.6319444444444444,0.6319444444444444,0.6016323994448061,0.5836231577404543
1,0.6324289405684754,0.6324289405684754,0.5923043629039902,0.5686994711875833
2,0.6305506216696269,0.6305506216696269,0.6035579860204506,0.5877495711703742
3,0.6308735669304053,0.6308735669304053,0.5968110820761487,0.5667304978288107
4,0.6278656764610914,0.6278656764610914,0.5889978416529106,0.5599528474600727
5,0.6262512108492089,0.6262512108492089,0.5812052756233995,0.5546615900849415
6,0.6254439780432677,0.6254439780432677,0.5993801133883103,0.5422705486913114
7,0.6307717145624798,0.6307717145624798,0.6058622363856402,0.5758978354866007
8,0.6245965138799225,0.6245965138799225,0.5837096408072263,0.5527001951664935
9,0.6295997417688831,0.6295997417688831,0.5914336481883129,0.5617749586046316
average,0.6290326409177804,0.6290326409177804,0.5944894586491196,0.5654060673421275
std,0.002659108673063178,0.002659108673063178,0.00793002379593214,0.013449275556571579
