,acc,recall,precision,f1
0,0.2406330749354005,0.2406330749354005,0.29690347551166874,0.1654827751177596
1,0.24240956072351422,0.24240956072351422,0.39936170558532835,0.16688097680110764
2,0.4731148070402067,0.4731148070402067,0.45887720479667865,0.3247793533277552
3,0.2829000484417891,0.2829000484417891,0.3547358810613783,0.2687719536573256
4,0.22102034226670972,0.22102034226670972,0.19770128890056057,0.15433177461623576
5,0.37197287697772036,0.37197287697772036,0.3953046761375133,0.31762438746530647
6,0.45463351630610266,0.45463351630610266,0.415089635502406,0.3924334365207899
7,0.3073942525024217,0.3073942525024217,0.34220254450776466,0.26598794795235364
8,0.12007746933505488,0.12007746933505488,0.3083337863596254,0.05855289756722202
9,0.21610716591349258,0.21610716591349258,0.3628820349274414,0.13037763670110367
average,0.29302631144424124,0.29302631144424124,0.3531392233290365,0.2245223139726959
std,0.10555099112284058,0.10555099112284058,0.0696281826426372,0.0993654943492004
