,acc,recall,precision,f1
0,0.626498321879495,0.626498321879495,0.6272277981354806,0.5628200302480293
1,0.6266581428799745,0.6266581428799745,0.5875939465003625,0.5670983344842155
2,0.6218635128655905,0.6218635128655905,0.5751789972717449,0.5546498185703727
3,0.6257590284435922,0.6257590284435922,0.604054583084387,0.5616599109054808
4,0.6269372104169996,0.6269372104169996,0.6620422142895482,0.5659286991234834
5,0.625818820897907,0.625818820897907,0.548442109143605,0.5611342581837067
6,0.623741811791021,0.623741811791021,0.6565315678762318,0.5571799495240961
7,0.6261980830670927,0.6261980830670927,0.6059977295234372,0.564999331455429
8,0.6246006389776357,0.6246006389776357,0.628702226118308,0.5598752380852013
9,0.6252396166134185,0.6252396166134185,0.597553635802973,0.5635325742879761
average,0.6253315187832726,0.6253315187832726,0.6093324807746079,0.5618878144867991
std,0.0014821481965685728,0.0014821481965685728,0.03350504271375399,0.0036872333052767664
