,acc,recall,precision,f1
0,0.7220607235142119,0.7220607235142119,0.7245051190229402,0.721910705775741
1,0.7328811369509044,0.7328811369509044,0.734784347129738,0.7324426464462839
2,0.7272727272727273,0.7272727272727273,0.7287313614863097,0.7270795513886058
3,0.7248506378168901,0.7248506378168901,0.7274362374576405,0.7249268683662975
4,0.7242492734904746,0.7242492734904746,0.7276436369849667,0.7245960921754726
5,0.7181143041653213,0.7181143041653213,0.7206227844029249,0.7181673428439299
6,0.719890216338392,0.719890216338392,0.7214183068767971,0.719488539734626
7,0.7292541168873103,0.7292541168873103,0.7305481546014805,0.7287140847968869
8,0.7238540994189799,0.7238540994189799,0.7262805683436443,0.7238729161106577
9,0.7274047772756617,0.7274047772756617,0.7294566082636472,0.7272384516653028
average,0.7249832013130872,0.7249832013130872,0.7271427124570089,0.7248437199303804
std,0.0041858843883247785,0.0041858843883247785,0.004014786310560288,0.004078263380047983
