,acc,recall,precision,f1
0,0.6157903148473709,0.6157903148473709,0.462630370556083,0.5144348723077451
1,0.6153108518459326,0.6153108518459326,0.46216814093150554,0.5139745244857231
2,0.6153108518459326,0.6153108518459326,0.46180994805779146,0.5139415441668476
3,0.6160115052732502,0.6160115052732502,0.4624534011092422,0.5145990108542328
4,0.6173510145390637,0.6173510145390637,0.46349195120934283,0.5158156503125527
5,0.6162326250199712,0.6162326250199712,0.46271054862222405,0.5148095474490059
6,0.6170314746764659,0.6170314746764659,0.4625938763950267,0.5155105075930756
7,0.6162939297124601,0.6162939297124601,0.46302109940957736,0.5148630541661031
8,0.615814696485623,0.615814696485623,0.46230815692066685,0.5143976427053724
9,0.6151757188498402,0.6151757188498402,0.4622382862112919,0.5138554089203627
average,0.616032298309591,0.616032298309591,0.4625425779422752,0.514620176296102
std,0.0006875307235836753,0.0006875307235836753,0.0004473582928310748,0.0006215531147696464
