,acc,recall,precision,f1
0,0.6328911618986734,0.6328911618986734,0.6182233304867615,0.5668083393495345
1,0.6357679399073038,0.6357679399073038,0.6010421014166843,0.5711318049805628
2,0.6341697299025092,0.6341697299025092,0.597854703196498,0.5659884309461628
3,0.6318312559923298,0.6318312559923298,0.6154441562213465,0.5761603359582436
4,0.6365234062949353,0.6365234062949353,0.6060064039027312,0.5813133250397003
5,0.6339670873941524,0.6339670873941524,0.5981879351805909,0.5644592810211333
6,0.6298130691803803,0.6298130691803803,0.5881262558337115,0.5427247297029532
7,0.6365814696485623,0.6365814696485623,0.6166744195282341,0.56680272423425
8,0.6322683706070288,0.6322683706070288,0.5990176588966056,0.5758405971949877
9,0.6321086261980831,0.6321086261980831,0.6141350058029221,0.5818588545417535
average,0.6335922117023959,0.6335922117023959,0.6054711970466086,0.5693088422969282
std,0.0021110033709500725,0.0021110033709500725,0.009675256869475063,0.010716025172148494
