,acc,recall,precision,f1
0,0.6319322358957967,0.6319322358957967,0.6065892293564884,0.5535537302227327
1,0.6333706249001119,0.6333706249001119,0.6106233454211929,0.5603103861244589
2,0.6303340258910021,0.6303340258910021,0.6099813814275901,0.5513476940393109
3,0.6305528922978587,0.6305528922978587,0.6057145310214139,0.5493977533458355
4,0.6330084678063589,0.6330084678063589,0.5927459636494264,0.5535081172013825
5,0.6318900782872663,0.6318900782872663,0.5910487958938602,0.552444492555632
6,0.6280555999360921,0.6280555999360921,0.5912641303188256,0.5446244801202165
7,0.6324281150159744,0.6324281150159744,0.6367933564190831,0.5566374467737943
8,0.6297124600638978,0.6297124600638978,0.5999469309117338,0.5493351798522528
9,0.6297124600638978,0.6297124600638978,0.6012470113477794,0.5528209857107091
average,0.6310996960158256,0.6310996960158256,0.6045954675767394,0.5523980265946326
std,0.0016088401018699335,0.0016088401018699335,0.012813053799085065,0.004040309583642687
