,acc,recall,precision,f1
0,0.3964679196370706,0.3964679196370706,0.4761640513465168,0.27408922075091036
1,0.3545042125729099,0.3545042125729099,0.2511443033222446,0.2819431175287289
2,0.3827960473027701,0.3827960473027701,0.19318123197018436,0.24363959085940762
3,0.559047464765916,0.559047464765916,0.5797336900317479,0.5545365504035586
4,0.5164425724931152,0.5164425724931152,0.5070555985221472,0.4956182171071217
5,0.38538797991252227,0.38538797991252227,0.5320656986736593,0.36849173383252687
6,0.3350072898104649,0.3350072898104649,0.23895745610488345,0.26146801768201827
7,0.4526162319779686,0.4526162319779686,0.48590579374797416,0.4259603213478985
8,0.5957240038872692,0.5957240038872692,0.4324961258997168,0.49926846242306805
9,0.5931983805668016,0.5931983805668016,0.5385144440903872,0.4947859585872249
average,0.45711921029268093,0.45711921029268093,0.4235218393709461,0.3899801190522464
std,0.09562780791907238,0.09562780791907238,0.1341504452932394,0.11223028241580875
