,acc,recall,precision,f1
0,0.6215165262475697,0.6215165262475697,0.5401265086081222,0.5539742616420544
1,0.6237848347375243,0.6237848347375243,0.5427516628971361,0.5569850071035004
2,0.6209298558237486,0.6209298558237486,0.539353356576232,0.5533580932201217
3,0.6209298558237486,0.6209298558237486,0.5382470725686962,0.5539124787010605
4,0.6217398347642962,0.6217398347642962,0.5387267177154677,0.5516637153178862
5,0.6219018305524057,0.6219018305524057,0.5409418720931073,0.5557850225712775
6,0.6199578810950915,0.6199578810950915,0.5398143637869827,0.5524064526289126
7,0.6209298558237486,0.6209298558237486,0.5379488618110327,0.5516266657860556
8,0.619533527696793,0.619533527696793,0.5388452341459705,0.5527233956444273
9,0.6195951417004049,0.6195951417004049,0.5397168223554634,0.5553131993992688
average,0.6210819144265332,0.6210819144265332,0.5396472472558209,0.5537748292014564
std,0.0012058440304239056,0.0012058440304239056,0.0013415619137693785,0.0017027761694188676
