,acc,recall,precision,f1
0,0.6150356448476992,0.6150356448476992,0.5957379804143155,0.5777827303628307
1,0.6189241736876215,0.6189241736876215,0.5967948762446211,0.5835503036418326
2,0.6152600032399158,0.6152600032399158,0.5971144270500859,0.5774302201752433
3,0.6123440790539446,0.6123440790539446,0.5889303587355725,0.5755920015787482
4,0.6167179653329014,0.6167179653329014,0.6024280873227624,0.5737349068730084
5,0.6139640369350396,0.6139640369350396,0.5993596379683712,0.5739961335572139
6,0.6116960959015065,0.6116960959015065,0.5950678360606614,0.5709183635297524
7,0.6131540579944922,0.6131540579944922,0.5893139131582231,0.5744244610370959
8,0.6141885325558795,0.6141885325558795,0.5965001694639854,0.5767272212888008
9,0.6145748987854251,0.6145748987854251,0.5932692531458993,0.5814686933174574
average,0.6145859488334426,0.6145859488334426,0.5954516539564498,0.5765625035361983
std,0.001999866064246027,0.001999866064246027,0.003934497840607901,0.003565389740920691
