,acc,recall,precision,f1
0,0.6215329066141474,0.6215329066141474,0.6276515638844258,0.6194693584632025
1,0.6164451009354998,0.6164451009354998,0.6250798333009449,0.6157334079010189
2,0.6147029865441418,0.6147029865441418,0.623163616982725,0.6133868306911374
3,0.6120774532326879,0.6120774532326879,0.6194201797739242,0.6129609079489108
4,0.6107646865769609,0.6107646865769609,0.6176272978189248,0.6096784119642839
5,0.6117492615687562,0.6117492615687562,0.6185110082054278,0.6104204458207673
6,0.6110928782408926,0.6110928782408926,0.6163173859708689,0.6045766235513319
7,0.6174926156875615,0.6174926156875615,0.6251015086045711,0.6149518612070659
8,0.6120774532326879,0.6120774532326879,0.6181534497058571,0.6115415674874919
9,0.6193601312551271,0.6193601312551271,0.6280536830658369,0.6209415637729918
average,0.6147295473888463,0.6147295473888463,0.6219079527313507,0.6133660978808202
std,0.0036083399744122344,0.0036083399744122344,0.004171311198511829,0.004536304086276489
