,acc,recall,precision,f1
0,0.6374354005167958,0.6374354005167958,0.6143212285264897,0.580299656735877
1,0.6379198966408268,0.6379198966408268,0.5992652203410345,0.581323692035258
2,0.6392701437106411,0.6392701437106411,0.6105557237774505,0.5818664324679528
3,0.6342644921685774,0.6342644921685774,0.6019103328510023,0.5752254503221219
4,0.635453664836939,0.635453664836939,0.6110862899563013,0.5766856389135286
5,0.6362608976428802,0.6362608976428802,0.6598488944282855,0.5774224870162475
6,0.6343235389086213,0.6343235389086213,0.6159672902794096,0.5751135770090209
7,0.636099451081692,0.636099451081692,0.605636735417298,0.5770057562768621
8,0.6354099418979987,0.6354099418979987,0.6162818923744127,0.5784881250149919
9,0.6402517753389283,0.6402517753389283,0.6090467795364181,0.585046330866163
average,0.63666892027439,0.63666892027439,0.6143920387488102,0.5788477146658024
std,0.0019128613602877697,0.0019128613602877697,0.016086857194111577,0.00305068260439819
