,acc,recall,precision,f1
0,0.10578165374677002,0.10578165374677002,0.011189758269401546,0.020238639755844712
1,0.10578165374677002,0.10578165374677002,0.011189758269401546,0.020238639755844712
2,0.10576457290489262,0.10576457290489262,0.011186144881754347,0.020232416837822627
3,0.10576457290489262,0.10576457290489262,0.011186144881754347,0.020232416837822627
4,0.10574749757830158,0.10574749757830158,0.011182533244072899,0.020226196791878388
5,0.10574749757830158,0.10574749757830158,0.011182533244072899,0.020226196791878388
6,0.10574749757830158,0.10574749757830158,0.011182533244072899,0.020226196791878388
7,0.10574749757830158,0.10574749757830158,0.011182533244072899,0.020226196791878388
8,0.10587475790832795,0.10587475790832795,0.011209464362147053,0.02027257477754324
9,0.10587475790832795,0.10587475790832795,0.011209464362147053,0.02027257477754324
average,0.10578319594331875,0.10578319594331875,0.011190086800289748,0.02023920499099347
std,4.750060188368261e-05,4.750060188368261e-05,1.0052352767985296e-05,1.7311081173957144e-05
